"workid","subjectid"
"OL12514289W","479"
"OL12514289W","133"
"OL13598132W","479"
"OL13598132W","230"
"OL13598132W","437"
"OL13598132W","1916"
"OL13598132W","1822"
"OL13598132W","747"
"OL13598132W","133"
"OL15521116W","149"
"OL15521116W","2209"
"OL15521116W","1927"
"OL15521116W","244"
"OL15521116W","933"
"OL15521116W","2093"
"OL15521116W","127"
"OL16455014W","133"
"OL2655849W","338"
"OL2655849W","133"
"OL2655849W","489"
"OL2655849W","691"
"OL2655849W","1719"
"OL3068239W","479"
"OL3068239W","1772"
"OL3068239W","133"
"OL3068239W","1258"
"OL3536639W","479"
"OL3536639W","700"
"OL3536639W","756"
"OL3536639W","1468"
"OL3536639W","133"
"OL3536639W","540"
"OL3536639W","421"
"OL3536639W","450"
"OL4366929W","133"
"OL4366929W","1350"
"OL4366929W","1612"
"OL4366929W","1869"
"OL467328W","133"
"OL467328W","479"
"OL467328W","1772"
"OL467328W","2191"
"OL5730718W","1091"
"OL5730718W","1273"
"OL5730718W","133"
"OL5730718W","360"
"OL10005151W","540"
"OL10005151W","1146"
"OL10005151W","1148"
"OL10005151W","1068"
"OL10005151W","1612"
"OL10005151W","756"
"OL10005151W","497"
"OL10005151W","1678"
"OL10005151W","133"
"OL10005151W","2147"
"OL11167038W","493"
"OL11674080W","855"
"OL11674080W","479"
"OL11674080W","857"
"OL11674080W","430"
"OL11674080W","222"
"OL11674080W","1304"
"OL11674080W","744"
"OL11674080W","133"
"OL11674080W","438"
"OL11814916W","479"
"OL11814916W","1860"
"OL11814916W","391"
"OL11814916W","133"
"OL12022532W","479"
"OL12022532W","756"
"OL12022532W","133"
"OL12022532W","1068"
"OL13520082W","479"
"OL13520082W","437"
"OL13520082W","133"
"OL13520082W","540"
"OL13520082W","756"
"OL13520082W","700"
"OL13520082W","450"
"OL13622908W","479"
"OL13622908W","421"
"OL13622908W","1860"
"OL13622908W","1822"
"OL13622908W","1685"
"OL13622908W","133"
"OL13622908W","167"
"OL16958541W","1229"
"OL16958541W","430"
"OL16958541W","133"
"OL16958541W","438"
"OL17728787W","133"
"OL17728787W","794"
"OL2763192W","457"
"OL2763192W","133"
"OL6040886W","133"
"OL6040886W","349"
"OL6040886W","479"
"OL6040886W","1465"
"OL6137779W","133"
"OL6137779W","218"
"OL8782177W","445"
"OL8782177W","419"
"OL8782177W","779"
"OL8782177W","1124"
"OL8782177W","360"
"OL8782177W","794"
"OL8782177W","255"
"OL8782177W","1872"
"OL8782177W","1719"
"OL8782177W","287"
"OL8782177W","133"
"OL8782177W","1091"
"OL11297503W","479"
"OL11297503W","133"
"OL11926685W","540"
"OL11926685W","1041"
"OL11926685W","449"
"OL11926685W","133"
"OL11926685W","548"
"OL12579040W","936"
"OL12579040W","2120"
"OL12579040W","1279"
"OL12579040W","1822"
"OL12579040W","755"
"OL12579040W","133"
"OL12773798W","908"
"OL12773798W","133"
"OL13217383W","479"
"OL13217383W","994"
"OL13217383W","756"
"OL13217383W","133"
"OL13602442W","479"
"OL13602442W","994"
"OL13602442W","756"
"OL13602442W","133"
"OL15908780W","2189"
"OL15908780W","479"
"OL15908780W","133"
"OL16529980W","653"
"OL16529980W","937"
"OL16529980W","344"
"OL16529980W","656"
"OL16529980W","540"
"OL16529980W","1727"
"OL16529980W","133"
"OL16529980W","941"
"OL16679904W","514"
"OL16679904W","1124"
"OL16679904W","794"
"OL16679904W","858"
"OL16679904W","879"
"OL16679904W","1125"
"OL16679904W","133"
"OL16679904W","1091"
"OL16925452W","699"
"OL16925452W","702"
"OL16925452W","133"
"OL16935398W","2173"
"OL16935398W","539"
"OL16935398W","1023"
"OL16935398W","1421"
"OL16935398W","133"
"OL16935398W","430"
"OL16935398W","1034"
"OL16935398W","479"
"OL16942648W","699"
"OL16942648W","430"
"OL16942648W","1746"
"OL16942648W","133"
"OL16942648W","236"
"OL16942648W","939"
"OL16942648W","1804"
"OL1958851W","133"
"OL1958851W","407"
"OL1958851W","457"
"OL1958851W","1494"
"OL1958851W","1562"
"OL1958851W","2329"
"OL1958851W","2332"
"OL1958851W","2350"
"OL1958851W","2355"
"OL1958851W","2356"
"OL1958851W","2360"
"OL1958851W","2385"
"OL1958851W","2401"
"OL1958851W","2403"
"OL1958851W","1161"
"OL1958851W","2160"
"OL1958851W","1334"
"OL1958851W","18"
"OL1958851W","1719"
"OL1958851W","982"
"OL3486057W","1951"
"OL3486057W","133"
"OL3486057W","540"
"OL4335660W","133"
"OL4335660W","479"
"OL4335660W","641"
"OL4997055W","133"
"OL4997055W","1678"
"OL4997055W","1723"
"OL4997055W","1773"
"OL4997055W","1719"
"OL4997055W","982"
"OL5369413W","70"
"OL5369413W","133"
"OL5369413W","1671"
"OL7200927W","115"
"OL7200927W","444"
"OL7200927W","536"
"OL7200927W","639"
"OL7200927W","861"
"OL7200927W","966"
"OL7200927W","973"
"OL7200927W","1143"
"OL7200927W","1797"
"OL7200927W","1804"
"OL7200927W","1857"
"OL7200927W","2096"
"OL7200927W","2199"
"OL7276423W","133"
"OL7276423W","333"
"OL7276423W","807"
"OL7276423W","936"
"OL7276423W","2078"
"OL7276423W","2175"
"OL7821506W","133"
"OL7821506W","224"
"OL7821506W","479"
"OL7821506W","1181"
"OL7821506W","1612"
"OL9280257W","1146"
"OL9280257W","2272"
"OL9280257W","133"
"OL9280257W","1662"
"OL11511983W","29"
"OL11511983W","133"
"OL11511983W","1170"
"OL11511983W","2172"
"OL11852484W","133"
"OL11852484W","1583"
"OL12047931W","591"
"OL12047931W","133"
"OL12047931W","457"
"OL13522958W","48"
"OL13522958W","122"
"OL13522958W","133"
"OL13522958W","966"
"OL13522958W","1612"
"OL13522958W","1727"
"OL13522958W","1728"
"OL13591071W","479"
"OL13591071W","1951"
"OL13591071W","442"
"OL13591071W","676"
"OL13591071W","2266"
"OL13591071W","133"
"OL13646481W","677"
"OL13646481W","796"
"OL13646481W","133"
"OL16008039W","1304"
"OL16008039W","161"
"OL16008039W","133"
"OL16546931W","691"
"OL16546931W","133"
"OL16546931W","1824"
"OL16944362W","1024"
"OL16944362W","430"
"OL16944362W","1023"
"OL16944362W","546"
"OL16944362W","426"
"OL16944362W","133"
"OL16946070W","1951"
"OL16946070W","534"
"OL16946070W","426"
"OL16946070W","67"
"OL16946070W","1008"
"OL16946070W","128"
"OL16946070W","539"
"OL16946070W","438"
"OL16946070W","133"
"OL16946070W","430"
"OL16960579W","1546"
"OL16960579W","437"
"OL16960579W","1951"
"OL16960579W","133"
"OL16960579W","430"
"OL16999504W","1468"
"OL16999504W","275"
"OL16999504W","1462"
"OL16999504W","133"
"OL4289032W","493"
"OL4289032W","1772"
"OL450961W","133"
"OL450961W","682"
"OL450961W","756"
"OL450961W","1207"
"OL450961W","1208"
"OL450961W","1985"
"OL5091012W","437"
"OL5091012W","607"
"OL5091012W","1331"
"OL9595077W","133"
"OL9595077W","334"
"OL9595077W","338"
"OL9595077W","542"
"OL9595077W","1448"
"OL9595077W","1466"
"OL100117W","1091"
"OL100117W","74"
"OL100117W","2261"
"OL100117W","144"
"OL100117W","1978"
"OL100117W","133"
"OL100117W","794"
"OL11812049W","479"
"OL11812049W","133"
"OL12280735W","133"
"OL12280735W","646"
"OL12280735W","898"
"OL12280735W","900"
"OL12280735W","1019"
"OL12280735W","1511"
"OL12994854W","35"
"OL12994854W","133"
"OL12994854W","1282"
"OL12994854W","166"
"OL15010029W","909"
"OL15010029W","133"
"OL16360158W","978"
"OL16360158W","437"
"OL16360158W","479"
"OL16360158W","133"
"OL16360158W","977"
"OL16942509W","1951"
"OL16942509W","426"
"OL16942509W","1024"
"OL16942509W","430"
"OL16942509W","133"
"OL1961699W","133"
"OL1961699W","540"
"OL1961699W","1519"
"OL3058980W","133"
"OL3058980W","338"
"OL3058980W","446"
"OL3058980W","1959"
"OL3058980W","2244"
"OL3058980W","1418"
"OL3058980W","1164"
"OL3058980W","1601"
"OL3058980W","1287"
"OL3058980W","2247"
"OL3058980W","1694"
"OL3058980W","2241"
"OL3058980W","1061"
"OL4624418W","133"
"OL4624418W","409"
"OL4624418W","756"
"OL4624418W","1575"
"OL5270168W","133"
"OL5270168W","540"
"OL5270168W","756"
"OL5270168W","1046"
"OL5270168W","2134"
"OL5270168W","2224"
"OL5427386W","133"
"OL5427386W","916"
"OL5427386W","1754"
"OL5742056W","133"
"OL5742056W","479"
"OL5742056W","1066"
"OL5742056W","1517"
"OL6098505W","133"
"OL6098505W","375"
"OL6098505W","489"
"OL6098505W","751"
"OL6098505W","967"
"OL11517257W","756"
"OL11517257W","133"
"OL12282198W","479"
"OL12282198W","1822"
"OL12282198W","133"
"OL12282198W","1258"
"OL13653290W","1192"
"OL13653290W","1023"
"OL13653290W","1350"
"OL13653290W","133"
"OL13653290W","167"
"OL15001936W","479"
"OL15001936W","133"
"OL15844452W","1866"
"OL15844452W","858"
"OL15844452W","1124"
"OL15844452W","133"
"OL15844452W","879"
"OL15844452W","1719"
"OL16607351W","1066"
"OL16607351W","2090"
"OL16607351W","1555"
"OL16607351W","1025"
"OL16607351W","133"
"OL16642565W","1590"
"OL16642565W","1592"
"OL16642565W","1947"
"OL16642565W","1431"
"OL16642565W","223"
"OL16642565W","1286"
"OL16642565W","479"
"OL16642565W","1287"
"OL16642565W","133"
"OL16703257W","1329"
"OL16703257W","607"
"OL16703257W","261"
"OL16703257W","99"
"OL16703257W","2223"
"OL16703257W","1461"
"OL16703257W","1066"
"OL16703257W","540"
"OL16703257W","1089"
"OL16944434W","1951"
"OL16944434W","426"
"OL16944434W","1024"
"OL16944434W","430"
"OL16944434W","133"
"OL16985499W","237"
"OL16985499W","1590"
"OL16985499W","2173"
"OL16985499W","534"
"OL16985499W","1546"
"OL16985499W","1179"
"OL16985499W","2205"
"OL16985499W","430"
"OL16985499W","539"
"OL16985499W","238"
"OL16985499W","133"
"OL16985499W","128"
"OL17848803W","1425"
"OL17848803W","1105"
"OL17848803W","133"
"OL17848803W","794"
"OL3054590W","502"
"OL3054590W","676"
"OL3054590W","133"
"OL4119092W","133"
"OL4119092W","479"
"OL4616922W","133"
"OL4616922W","794"
"OL4616922W","1442"
"OL4616922W","1657"
"OL4616922W","1901"
"OL4616922W","2083"
"OL4786353W","133"
"OL4786353W","1228"
"OL4786353W","1231"
"OL6047894W","133"
"OL6047894W","479"
"OL6047894W","756"
"OL6047894W","994"
"OL6443380W","540"
"OL6443380W","607"
"OL6443380W","1678"
"OL8061993W","982"
"OL8061993W","296"
"OL8061993W","1628"
"OL8061993W","1719"
"OL8061993W","446"
"OL8061993W","592"
"OL8061993W","596"
"OL8061993W","677"
"OL8061993W","910"
"OL8061993W","824"
"OL8061993W","2244"
"OL8061993W","133"
"OL10533941W","393"
"OL10533941W","133"
"OL10533941W","1710"
"OL15437770W","902"
"OL15437770W","1481"
"OL15437770W","637"
"OL15437770W","1912"
"OL15437770W","1987"
"OL15437770W","153"
"OL15437770W","1637"
"OL15437770W","1961"
"OL15437770W","1486"
"OL15437770W","1214"
"OL15437770W","1560"
"OL15437770W","1471"
"OL16444146W","1575"
"OL16444146W","610"
"OL16444146W","479"
"OL16444146W","1951"
"OL16444146W","426"
"OL16444146W","676"
"OL16444146W","133"
"OL16917941W","1023"
"OL16917941W","546"
"OL16917941W","430"
"OL16917941W","133"
"OL16917941W","539"
"OL16933781W","1024"
"OL16933781W","430"
"OL16933781W","1421"
"OL16933781W","645"
"OL16933781W","418"
"OL16933781W","133"
"OL16941397W","1023"
"OL16941397W","546"
"OL16941397W","393"
"OL16941397W","133"
"OL16941397W","430"
"OL16941652W","2173"
"OL16941652W","393"
"OL16941652W","133"
"OL16941652W","430"
"OL2641161W","756"
"OL2641161W","801"
"OL2641161W","133"
"OL2641161W","540"
"OL2641161W","1091"
"OL2914935W","457"
"OL2914935W","133"
"OL2914935W","982"
"OL2914935W","1161"
"OL2914935W","1164"
"OL2914935W","395"
"OL2914935W","1719"
"OL16564504W","1621"
"OL16564504W","2382"
"OL16564504W","2384"
"OL16564504W","919"
"OL16564504W","30"
"OL16564504W","2392"
"OL16564504W","2357"
"OL16942812W","1546"
"OL16942812W","446"
"OL16942812W","1026"
"OL16942812W","430"
"OL16942812W","133"
"OL16942917W","1024"
"OL16942917W","430"
"OL16942917W","1951"
"OL16942917W","1023"
"OL16942917W","426"
"OL16942917W","133"
"OL16942917W","438"
"OL16945376W","699"
"OL16945376W","133"
"OL16945530W","1546"
"OL16945530W","430"
"OL16945530W","133"
"OL16975559W","1024"
"OL16975559W","430"
"OL16975559W","539"
"OL16975559W","426"
"OL16975559W","1192"
"OL16975559W","133"
"OL1824445W","1468"
"OL1824445W","133"
"OL1824445W","1719"
"OL4303680W","83"
"OL4303680W","133"
"OL4303680W","479"
"OL4303680W","999"
"OL4303680W","1772"
"OL4304605W","133"
"OL4304605W","999"
"OL4796703W","452"
"OL4796703W","1181"
"OL4796703W","133"
"OL4796703W","1091"
"OL4854582W","133"
"OL4854582W","756"
"OL4854582W","1019"
"OL660656W","133"
"OL735792W","133"
"OL735792W","1350"
"OL735792W","1804"
"OL12239612W","1079"
"OL12239612W","1953"
"OL12239612W","1951"
"OL12239612W","1709"
"OL12239612W","2207"
"OL12239612W","2039"
"OL12239612W","70"
"OL12239612W","133"
"OL12592629W","819"
"OL12592629W","133"
"OL13268462W","206"
"OL13268462W","1449"
"OL13268462W","133"
"OL16915453W","1024"
"OL16915453W","430"
"OL16915453W","1951"
"OL16915453W","1023"
"OL16915453W","426"
"OL16915453W","133"
"OL16932335W","1546"
"OL16932335W","237"
"OL16932335W","446"
"OL16932335W","430"
"OL16932335W","133"
"OL16932335W","1034"
"OL16932335W","929"
"OL16932335W","479"
"OL16932335W","198"
"OL16932335W","1592"
"OL16932335W","2243"
"OL16938830W","133"
"OL16938830W","437"
"OL16938830W","430"
"OL16938830W","540"
"OL16938830W","1941"
"OL16943573W","2038"
"OL16943573W","430"
"OL16943573W","133"
"OL16943573W","1228"
"OL16968743W","1951"
"OL16968743W","437"
"OL16968743W","430"
"OL16968743W","133"
"OL16968743W","438"
"OL2208065W","1562"
"OL2208065W","1494"
"OL2208065W","1869"
"OL2208065W","1244"
"OL4782501W","133"
"OL4782501W","756"
"OL4782501W","908"
"OL5095310W","133"
"OL5095310W","393"
"OL5095310W","1180"
"OL5095310W","1195"
"OL5095310W","1299"
"OL5095310W","1719"
"OL5095310W","982"
"OL6221006W","133"
"OL6221006W","479"
"OL6221006W","1642"
"OL6221006W","1773"
"OL6762691W","133"
"OL6762691W","677"
"OL9670458W","607"
"OL9670458W","1468"
"OL1184392W","1715"
"OL1184392W","133"
"OL1184392W","2184"
"OL12215543W","479"
"OL12215543W","338"
"OL12215543W","349"
"OL12215543W","133"
"OL12285249W","479"
"OL12285249W","133"
"OL12315067W","479"
"OL12315067W","161"
"OL12315067W","1541"
"OL12315067W","756"
"OL12315067W","1068"
"OL12315067W","1822"
"OL12315067W","133"
"OL12577959W","1822"
"OL12577959W","446"
"OL12577959W","1974"
"OL12577959W","133"
"OL16942704W","1951"
"OL16942704W","426"
"OL16942704W","1024"
"OL16942704W","430"
"OL16942704W","133"
"OL16943725W","2173"
"OL16943725W","393"
"OL16943725W","133"
"OL16943725W","430"
"OL16946429W","963"
"OL16946429W","418"
"OL16946429W","426"
"OL16946429W","2205"
"OL16946429W","446"
"OL16946429W","430"
"OL16946429W","133"
"OL16946429W","128"
"OL2407155W","479"
"OL2407155W","133"
"OL2720306W","479"
"OL2720306W","1146"
"OL2720306W","133"
"OL2939016W","581"
"OL2939016W","756"
"OL2939016W","133"
"OL3032110W","133"
"OL3032110W","2052"
"OL4450180W","133"
"OL4450180W","1228"
"OL4450180W","1772"
"OL7834134W","133"
"OL7834134W","479"
"OL7834134W","756"
"OL9287819W","479"
"OL9287819W","1191"
"OL9287819W","383"
"OL9287819W","2038"
"OL9287819W","1299"
"OL9287819W","1026"
"OL9287819W","133"
"OL10810893W","133"
"OL10810893W","479"
"OL11006510W","133"
"OL11164214W","437"
"OL11164214W","607"
"OL11164214W","1331"
"OL11431879W","479"
"OL11431879W","1068"
"OL11431879W","161"
"OL11431879W","1541"
"OL11431879W","133"
"OL12302211W","479"
"OL12302211W","133"
"OL12539945W","479"
"OL12539945W","2206"
"OL12539945W","133"
"OL12940637W","479"
"OL12940637W","133"
"OL13594527W","479"
"OL13594527W","133"
"OL16699591W","479"
"OL16699591W","941"
"OL16699591W","133"
"OL16699591W","2206"
"OL16942716W","1024"
"OL16942716W","430"
"OL16942716W","1951"
"OL16942716W","1421"
"OL16942716W","418"
"OL16942716W","133"
"OL16946558W","426"
"OL16946558W","438"
"OL16946558W","430"
"OL16946558W","133"
"OL16946558W","1023"
"OL16955583W","1024"
"OL16955583W","430"
"OL16955583W","1023"
"OL16955583W","426"
"OL16955583W","133"
"OL16955583W","438"
"OL16961452W","866"
"OL16961452W","446"
"OL16961452W","70"
"OL16961452W","430"
"OL16961452W","133"
"OL17872735W","2298"
"OL17872735W","284"
"OL17872735W","133"
"OL17872735W","794"
"OL2925401W","133"
"OL2925401W","206"
"OL2925401W","543"
"OL2925401W","546"
"OL2925401W","676"
"OL2925401W","1710"
"OL2925401W","2048"
"OL3276247W","479"
"OL3276247W","607"
"OL5050856W","133"
"OL5050856W","1181"
"OL5050856W","1723"
"OL628354W","133"
"OL628354W","557"
"OL628354W","840"
"OL628354W","884"
"OL628354W","1816"
"OL11148181W","787"
"OL11148181W","133"
"OL11148181W","167"
"OL11149986W","812"
"OL11149986W","540"
"OL11149986W","133"
"OL12033046W","1468"
"OL12033046W","437"
"OL12033046W","133"
"OL12033046W","977"
"OL12608217W","479"
"OL12608217W","941"
"OL12608217W","133"
"OL12990248W","163"
"OL12990248W","133"
"OL13594362W","133"
"OL13594362W","479"
"OL13594362W","1232"
"OL13594362W","1822"
"OL13594362W","2038"
"OL13669994W","479"
"OL13669994W","133"
"OL13689282W","133"
"OL13689282W","993"
"OL13689282W","1827"
"OL15305311W","426"
"OL15305311W","461"
"OL15305311W","133"
"OL16944713W","1229"
"OL16944713W","1024"
"OL16944713W","430"
"OL16944713W","1951"
"OL16944713W","426"
"OL16944713W","133"
"OL16946144W","1326"
"OL16946144W","426"
"OL16946144W","540"
"OL16946144W","430"
"OL16946144W","133"
"OL16964610W","699"
"OL16964610W","133"
"OL2763190W","457"
"OL2763190W","133"
"OL4510448W","1824"
"OL4510448W","133"
"OL5275827W","133"
"OL5275827W","421"
"OL5275827W","479"
"OL6327147W","133"
"OL6327147W","288"
"OL6327147W","2146"
"OL6327147W","2055"
"OL6327147W","1802"
"OL6327147W","1010"
"OL6327147W","525"
"OL6327147W","1161"
"OL6327147W","1030"
"OL6327147W","523"
"OL6327147W","1160"
"OL6327147W","738"
"OL6327147W","1061"
"OL11080118W","479"
"OL11080118W","1822"
"OL11080118W","167"
"OL11080118W","133"
"OL11080118W","1974"
"OL11080118W","1968"
"OL11080118W","47"
"OL11080118W","540"
"OL11080118W","145"
"OL11080118W","755"
"OL11517188W","133"
"OL11517188W","1215"
"OL11650922W","133"
"OL11650922W","1927"
"OL11650922W","1928"
"OL12166886W","479"
"OL12166886W","677"
"OL12166886W","1023"
"OL12166886W","133"
"OL12166886W","1710"
"OL13593036W","479"
"OL13593036W","1468"
"OL13593036W","1484"
"OL13593036W","391"
"OL13593036W","133"
"OL13593036W","1258"
"OL16449756W","417"
"OL16449756W","1705"
"OL16449756W","568"
"OL16449756W","133"
"OL16449756W","2231"
"OL16704259W","1536"
"OL16704259W","430"
"OL16704259W","133"
"OL16933783W","939"
"OL16933783W","699"
"OL16933783W","498"
"OL16933783W","702"
"OL16933783W","133"
"OL16933783W","566"
"OL16933783W","815"
"OL16942633W","1951"
"OL16942633W","426"
"OL16942633W","1024"
"OL16942633W","430"
"OL16942633W","133"
"OL3486055W","756"
"OL3486055W","997"
"OL3486055W","133"
"OL3634870W","133"
"OL4326833W","133"
"OL4326833W","206"
"OL4326833W","756"
"OL4745030W","133"
"OL4745030W","138"
"OL4745030W","880"
"OL8948523W","196"
"OL8948523W","540"
"OL8948523W","1258"
"OL8948523W","1468"
"OL9077871W","756"
"OL9077871W","479"
"OL9077871W","133"
"OL9077871W","1710"
"OL9262383W","479"
"OL9262383W","133"
"OL11586215W","479"
"OL11586215W","133"
"OL15066531W","479"
"OL15066531W","133"
"OL16838243W","1958"
"OL16838243W","1822"
"OL16838243W","430"
"OL16838243W","133"
"OL4274544W","133"
"OL4274544W","479"
"OL4274544W","607"
"OL4372880W","133"
"OL4372880W","347"
"OL4372880W","540"
"OL4372880W","1642"
"OL4372880W","1678"
"OL4793441W","133"
"OL4793441W","1023"
"OL4793441W","1192"
"OL4793441W","1350"
"OL4972396W","133"
"OL4972396W","1719"
"OL5356454W","133"
"OL5356454W","756"
"OL11247766W","984"
"OL11247766W","1146"
"OL11247766W","1772"
"OL11247766W","133"
"OL12293034W","133"
"OL12293034W","461"
"OL12293034W","676"
"OL12293034W","1025"
"OL12293034W","1405"
"OL12293034W","1409"
"OL12293034W","1410"
"OL12293034W","1612"
"OL13395434W","479"
"OL13395434W","446"
"OL13395434W","1822"
"OL13395434W","1772"
"OL13395434W","133"
"OL15192729W","1893"
"OL15192729W","127"
"OL15192729W","1755"
"OL15192729W","1515"
"OL15192729W","999"
"OL15192729W","1228"
"OL16010042W","235"
"OL16010042W","479"
"OL16010042W","127"
"OL16010042W","243"
"OL16010042W","218"
"OL16010042W","391"
"OL16010042W","1164"
"OL16692352W","2035"
"OL16692352W","1165"
"OL16692352W","745"
"OL16692352W","230"
"OL16692352W","479"
"OL16692352W","437"
"OL16692352W","540"
"OL16692352W","140"
"OL16692352W","133"
"OL16692352W","96"
"OL16942165W","699"
"OL16942165W","702"
"OL16942165W","133"
"OL16967700W","699"
"OL16967700W","236"
"OL16967700W","687"
"OL16967700W","133"
"OL16967700W","430"
"OL18164516W","1421"
"OL18164516W","2206"
"OL18164516W","133"
"OL2130098W","479"
"OL2130098W","1948"
"OL2130098W","1421"
"OL2130098W","133"
"OL2162857W","1869"
"OL2162857W","1612"
"OL2162857W","133"
"OL2385214W","479"
"OL2385214W","133"
"OL2660847W","1739"
"OL2660847W","133"
"OL2660847W","36"
"OL2660847W","1228"
"OL2660847W","437"
"OL3267865W","1687"
"OL3267865W","2148"
"OL3267865W","421"
"OL3267865W","1781"
"OL3267865W","493"
"OL3267865W","2163"
"OL4620607W","133"
"OL4620607W","1927"
"OL4620607W","1928"
"OL4620607W","2090"
"OL4981319W","479"
"OL4981319W","133"
"OL5256382W","133"
"OL5256382W","479"
"OL5256382W","540"
"OL5256382W","557"
"OL5256382W","756"
"OL5256382W","1321"
"OL5256382W","1327"
"OL8056613W","479"
"OL8056613W","133"
"OL12957775W","1126"
"OL12957775W","133"
"OL16353913W","133"
"OL16353913W","1258"
"OL16353913W","108"
"OL16353913W","1947"
"OL16353913W","1286"
"OL16353913W","1162"
"OL16353913W","1262"
"OL16353913W","1203"
"OL16353913W","1061"
"OL16941732W","1229"
"OL16941732W","437"
"OL16941732W","430"
"OL16941732W","1951"
"OL16941732W","61"
"OL16941732W","540"
"OL16941732W","133"
"OL16942463W","1024"
"OL16942463W","430"
"OL16942463W","546"
"OL16942463W","1023"
"OL16942463W","133"
"OL16942463W","438"
"OL16942751W","1024"
"OL16942751W","430"
"OL16942751W","1023"
"OL16942751W","546"
"OL16942751W","426"
"OL16942751W","133"
"OL16942751W","438"
"OL16960056W","430"
"OL16960056W","222"
"OL16960056W","1023"
"OL16960056W","539"
"OL16960056W","133"
"OL16960056W","438"
"OL17977523W","428"
"OL17977523W","133"
"OL2734187W","133"
"OL2734187W","1304"
"OL2734187W","540"
"OL2814175W","133"
"OL2814175W","300"
"OL2814175W","1869"
"OL2814175W","1879"
"OL2814175W","1927"
"OL2814175W","1933"
"OL3645318W","479"
"OL3645318W","756"
"OL3645318W","994"
"OL3645318W","133"
"OL4308285W","133"
"OL4308285W","368"
"OL4308285W","1228"
"OL5106411W","1822"
"OL5106411W","133"
"OL5106411W","1091"
"OL5434552W","133"
"OL5434552W","1612"
"OL5434552W","2147"
"OL11007568W","133"
"OL11152576W","133"
"OL13331975W","479"
"OL13331975W","70"
"OL13331975W","1468"
"OL13331975W","1951"
"OL13331975W","756"
"OL13331975W","133"
"OL13670175W","479"
"OL13670175W","1916"
"OL13670175W","93"
"OL13670175W","95"
"OL13670175W","1822"
"OL13670175W","32"
"OL13670175W","133"
"OL13670175W","228"
"OL15592095W","1822"
"OL15592095W","133"
"OL16283701W","904"
"OL16283701W","1187"
"OL16283701W","1879"
"OL16283701W","133"
"OL16283701W","794"
"OL16940587W","1229"
"OL16940587W","1401"
"OL16940587W","1951"
"OL16940587W","430"
"OL16940587W","133"
"OL16941294W","1024"
"OL16941294W","437"
"OL16941294W","489"
"OL16941294W","645"
"OL16941294W","133"
"OL16941294W","430"
"OL16941751W","1024"
"OL16941751W","430"
"OL16941751W","546"
"OL16941751W","1023"
"OL16941751W","133"
"OL16941751W","438"
"OL16942637W","1024"
"OL16942637W","430"
"OL16942637W","1023"
"OL16942637W","546"
"OL16942637W","426"
"OL16942637W","133"
"OL16942637W","438"
"OL16967900W","1294"
"OL16967900W","1951"
"OL16967900W","61"
"OL16967900W","2037"
"OL16967900W","1229"
"OL16967900W","1236"
"OL16967900W","430"
"OL16967900W","540"
"OL16967900W","1708"
"OL16967900W","133"
"OL16967900W","128"
"OL2159844W","479"
"OL2159844W","756"
"OL2159844W","133"
"OL3236894W","133"
"OL3236894W","166"
"OL3279510W","540"
"OL3279510W","1626"
"OL3279510W","1612"
"OL3279510W","133"
"OL3354996W","794"
"OL3354996W","445"
"OL3354996W","133"
"OL3505761W","471"
"OL3505761W","133"
"OL3858755W","133"
"OL3858755W","653"
"OL5726726W","133"
"OL5726726W","916"
"OL5726726W","994"
"OL5726726W","1126"
"OL583866W","133"
"OL583866W","479"
"OL583866W","540"
"OL583866W","1642"
"OL7006338W","133"
"OL7006338W","479"
"OL7006338W","1026"
"OL12278106W","430"
"OL12278106W","898"
"OL12278106W","899"
"OL12278106W","1511"
"OL12278106W","1521"
"OL13255322W","479"
"OL13255322W","1321"
"OL13255322W","972"
"OL13255322W","540"
"OL13255322W","1327"
"OL13255322W","1468"
"OL13255322W","133"
"OL13394616W","479"
"OL13394616W","1468"
"OL13394616W","70"
"OL13394616W","1951"
"OL13394616W","756"
"OL13394616W","133"
"OL15190920W","407"
"OL15190920W","1494"
"OL15190920W","1562"
"OL16925329W","699"
"OL16925329W","133"
"OL16940931W","1024"
"OL16940931W","1296"
"OL16940931W","430"
"OL16940931W","546"
"OL16940931W","1023"
"OL16940931W","539"
"OL16940931W","133"
"OL16943303W","1024"
"OL16943303W","430"
"OL16943303W","1023"
"OL16943303W","546"
"OL16943303W","426"
"OL16943303W","539"
"OL16943303W","133"
"OL16945617W","1590"
"OL16945617W","963"
"OL16945617W","534"
"OL16945617W","1546"
"OL16945617W","1915"
"OL16945617W","446"
"OL16945617W","437"
"OL16945617W","385"
"OL16945617W","430"
"OL16945617W","539"
"OL16945617W","133"
"OL16945617W","128"
"OL16958321W","446"
"OL16958321W","430"
"OL16958321W","546"
"OL16958321W","1546"
"OL16958321W","133"
"OL16958321W","438"
"OL16995357W","1546"
"OL16995357W","446"
"OL16995357W","418"
"OL16995357W","133"
"OL16995357W","239"
"OL1911981W","133"
"OL1911981W","1570"
"OL2587431W","19"
"OL2587431W","540"
"OL2587431W","133"
"OL2587431W","756"
"OL4089241W","133"
"OL4089241W","581"
"OL4089241W","704"
"OL4089241W","869"
"OL4089241W","1465"
"OL4089241W","1468"
"OL4089241W","823"
"OL4089241W","1604"
"OL4089241W","1582"
"OL4089241W","822"
"OL4201629W","133"
"OL4201629W","256"
