"workid","subjectid"
"OL16958989W","699"
"OL16958989W","133"
"OL4299934W","133"
"OL4973283W","133"
"OL4973283W","756"
"OL4973283W","1575"
"OL4973283W","1719"
"OL4973283W","982"
"OL611287W","133"
"OL10504284W","1706"
"OL10504284W","133"
"OL10504284W","540"
"OL11147675W","2020"
"OL11147675W","920"
"OL11147675W","813"
"OL11147675W","1493"
"OL11147675W","1258"
"OL11147675W","783"
"OL11147675W","1466"
"OL11147675W","133"
"OL11147675W","2021"
"OL15987774W","1822"
"OL15987774W","349"
"OL15987774W","133"
"OL16940567W","1024"
"OL16940567W","430"
"OL16940567W","1546"
"OL16940567W","1023"
"OL16940567W","133"
"OL16940567W","438"
"OL16954401W","1024"
"OL16954401W","430"
"OL16954401W","546"
"OL16954401W","1023"
"OL16954401W","539"
"OL16954401W","133"
"OL16954401W","393"
"OL16955420W","1024"
"OL16955420W","437"
"OL16955420W","539"
"OL16955420W","1421"
"OL16955420W","133"
"OL16955420W","430"
"OL16969931W","389"
"OL16969931W","430"
"OL16969931W","546"
"OL16969931W","1023"
"OL16969931W","539"
"OL16969931W","446"
"OL16969931W","133"
"OL2149267W","897"
"OL2149267W","676"
"OL2149267W","610"
"OL2149267W","133"
"OL2463710W","133"
"OL2463710W","1626"
"OL2463710W","94"
"OL2463710W","1719"
"OL2463710W","982"
"OL4372878W","133"
"OL4372878W","347"
"OL4372878W","540"
"OL4372878W","1642"
"OL4372878W","1678"
"OL4733837W","133"
"OL4733837W","166"
"OL4866711W","101"
"OL4866711W","1705"
"OL4866711W","133"
"OL4884746W","133"
"OL4884746W","819"
"OL5103774W","133"
"OL5103774W","540"
"OL5103774W","1353"
"OL5742065W","133"
"OL5742065W","410"
"OL5742065W","479"
"OL5742065W","944"
"OL5742065W","1822"
"OL5742065W","2235"
"OL11709614W","479"
"OL11709614W","2298"
"OL11709614W","133"
"OL11709614W","2265"
"OL12368133W","479"
"OL12368133W","418"
"OL12368133W","133"
"OL13217995W","756"
"OL13217995W","289"
"OL13217995W","133"
"OL13847318W","479"
"OL13847318W","133"
"OL16974552W","1023"
"OL16974552W","1024"
"OL16974552W","430"
"OL16974552W","133"
"OL16974552W","546"
"OL17897948W","108"
"OL17897948W","1883"
"OL17897948W","426"
"OL17897948W","1884"
"OL17897948W","1258"
"OL17897948W","436"
"OL17897948W","1342"
"OL17897948W","1807"
"OL17897948W","1886"
"OL17897948W","133"
"OL17897948W","1061"
"OL257997W","982"
"OL257997W","1425"
"OL257997W","1644"
"OL257997W","1719"
"OL257997W","1022"
"OL257997W","794"
"OL257997W","1105"
"OL257997W","1089"
"OL257997W","133"
"OL2665263W","133"
"OL2665263W","916"
"OL4984232W","133"
"OL4984232W","479"
"OL4984232W","1772"
"OL4984232W","2038"
"OL4984232W","2147"
"OL7076736W","133"
"OL7076736W","338"
"OL7834428W","133"
"OL7834428W","349"
"OL7834428W","479"
"OL8056719W","479"
"OL8056719W","133"
"OL8226453W","133"
"OL11973591W","479"
"OL11973591W","1299"
"OL11973591W","1191"
"OL11973591W","383"
"OL11973591W","133"
"OL12327278W","479"
"OL12327278W","1068"
"OL12327278W","161"
"OL12327278W","133"
"OL12341018W","479"
"OL12341018W","133"
"OL12341018W","446"
"OL12341018W","1024"
"OL12341018W","430"
"OL12496738W","479"
"OL12496738W","1951"
"OL12496738W","1068"
"OL12496738W","840"
"OL12496738W","1468"
"OL12496738W","1670"
"OL12496738W","839"
"OL12496738W","133"
"OL12837094W","479"
"OL12837094W","133"
"OL12925847W","1449"
"OL12925847W","393"
"OL12925847W","133"
"OL13517928W","540"
"OL13517928W","700"
"OL13517928W","133"
"OL13517928W","1592"
"OL13568526W","479"
"OL13568526W","349"
"OL13568526W","393"
"OL13568526W","540"
"OL13568526W","338"
"OL13568526W","1678"
"OL13568526W","133"
"OL14852714W","2287"
"OL14852714W","1350"
"OL14852714W","1192"
"OL14852714W","1788"
"OL14852714W","742"
"OL14852714W","1772"
"OL14852714W","133"
"OL15441575W","1449"
"OL15441575W","941"
"OL15441575W","133"
"OL16944396W","1024"
"OL16944396W","430"
"OL16944396W","1421"
"OL16944396W","645"
"OL16944396W","418"
"OL16944396W","133"
"OL4648405W","133"
"OL4648405W","908"
"OL4648405W","1678"
"OL5260208W","133"
"OL5260208W","743"
"OL5260208W","916"
"OL5260208W","1274"
"OL7383620W","133"
"OL7383620W","241"
"OL7383620W","479"
"OL13394432W","479"
"OL13394432W","941"
"OL13394432W","133"
"OL16294328W","794"
"OL16294328W","2188"
"OL16294328W","133"
"OL16634344W","1948"
"OL16634344W","479"
"OL16634344W","133"
"OL16898861W","1798"
"OL16898861W","1822"
"OL16898861W","437"
"OL16898861W","133"
"OL16923064W","1951"
"OL16923064W","1024"
"OL16923064W","430"
"OL16923064W","133"
"OL16932985W","1546"
"OL16932985W","446"
"OL16932985W","418"
"OL16932985W","133"
"OL16932985W","1320"
"OL16936088W","699"
"OL16936088W","133"
"OL2465670W","982"
"OL2465670W","1719"
"OL2465670W","133"
"OL2465670W","794"
"OL2465670W","1244"
"OL2998831W","982"
"OL2998831W","565"
"OL2998831W","406"
"OL2998831W","591"
"OL2998831W","1917"
"OL2998831W","457"
"OL2998831W","1161"
"OL2998831W","36"
"OL2998831W","341"
"OL2998831W","127"
"OL2998831W","1719"
"OL2998831W","18"
"OL2998831W","133"
"OL2998831W","1061"
"OL3474170W","982"
"OL3474170W","876"
"OL3474170W","2141"
"OL3474170W","1638"
"OL3474170W","1612"
"OL3474170W","2151"
"OL3474170W","2143"
"OL3474170W","1633"
"OL3474170W","892"
"OL3474170W","1751"
"OL3474170W","1595"
"OL3474170W","1632"
"OL3474170W","1611"
"OL3474170W","133"
"OL3474170W","1061"
"OL3759707W","133"
"OL3759707W","994"
"OL3759707W","2095"
"OL4286624W","133"
"OL4286624W","446"
"OL4286624W","1412"
"OL4286624W","1824"
"OL4289078W","93"
"OL4289078W","94"
"OL4289078W","133"
"OL4289078W","228"
"OL4289078W","1822"
"OL5091014W","133"
"OL5091014W","437"
"OL5091014W","607"
"OL5091014W","1331"
"OL5091014W","1465"
"OL5103380W","540"
"OL5103380W","570"
"OL5103380W","756"
"OL5103380W","1046"
"OL5103380W","2224"
"OL5366620W","133"
"OL5366620W","982"
"OL5366620W","2168"
"OL5366620W","1115"
"OL5366620W","457"
"OL5366620W","1164"
"OL5366620W","1600"
"OL5366620W","564"
"OL5366620W","1676"
"OL5366620W","1809"
"OL5366620W","1061"
"OL5366620W","1719"
"OL7215937W","133"
"OL7246278W","133"
"OL7246278W","1259"
"OL7246278W","1740"
"OL8856018W","133"
"OL8856018W","479"
"OL9002821W","338"
"OL9002821W","349"
"OL9002821W","133"
"OL9002821W","127"
"OL9002821W","1804"
"OL10573101W","133"
"OL11506584W","1974"
"OL11506584W","1822"
"OL11506584W","1964"
"OL11506584W","755"
"OL11506584W","133"
"OL11506584W","161"
"OL11671820W","1143"
"OL11671820W","536"
"OL11671820W","1518"
"OL11671820W","756"
"OL11671820W","755"
"OL11671820W","133"
"OL12332454W","479"
"OL12332454W","500"
"OL12332454W","1824"
"OL12332454W","133"
"OL13636971W","133"
"OL13636971W","479"
"OL13636971W","1232"
"OL13636971W","1822"
"OL13636971W","2038"
"OL16864221W","1854"
"OL16864221W","1853"
"OL16864221W","1435"
"OL16864221W","274"
"OL16864221W","10"
"OL16944189W","446"
"OL16944189W","430"
"OL16944189W","133"
"OL16953725W","702"
"OL16953725W","1951"
"OL16953725W","133"
"OL1930435W","133"
"OL1930435W","501"
"OL1930435W","755"
"OL1930435W","408"
"OL1930435W","1951"
"OL3900759W","133"
"OL3900759W","230"
"OL3900759W","1822"
"OL4442999W","133"
"OL4442999W","570"
"OL4442999W","1824"
"OL4540024W","133"
"OL4540024W","479"
"OL4540024W","1299"
"OL4540024W","1331"
"OL477679W","133"
"OL477679W","479"
"OL477679W","838"
"OL5273035W","133"
"OL5273035W","1449"
"OL5273035W","1719"
"OL5273035W","982"
"OL5273286W","133"
"OL9219457W","1229"
"OL9219457W","2038"
"OL9219457W","430"
"OL9219457W","133"
"OL15588923W","1146"
"OL15588923W","1671"
"OL15588923W","756"
"OL15588923W","2191"
"OL15588923W","1678"
"OL15588923W","539"
"OL15588923W","474"
"OL15588923W","1745"
"OL15588923W","133"
"OL16668592W","756"
"OL16668592W","161"
"OL16668592W","479"
"OL16668592W","673"
"OL16668592W","133"
"OL16916435W","699"
"OL16916435W","133"
"OL16928113W","133"
"OL16928113W","1228"
"OL18011448W","1162"
"OL18011448W","133"
"OL18011448W","897"
"OL18011448W","1061"
"OL3254745W","409"
"OL3254745W","133"
"OL3254745W","2158"
"OL4306812W","133"
"OL4306812W","166"
"OL4621207W","133"
"OL4621207W","540"
"OL4621207W","1169"
"OL6040277W","133"
"OL6040277W","393"
"OL6040277W","479"
"OL6040277W","1449"
"OL6224901W","32"
"OL6224901W","93"
"OL6224901W","95"
"OL6224901W","133"
"OL6224901W","228"
"OL6224901W","479"
"OL6224901W","1822"
"OL6224901W","1916"
"OL66093W","1822"
"OL66093W","457"
"OL66093W","523"
"OL66093W","133"
"OL66093W","1091"
"OL12274134W","133"
"OL12274134W","430"
"OL12274134W","898"
"OL12274134W","1511"
"OL12463891W","289"
"OL12463891W","133"
"OL16009965W","528"
"OL16009965W","983"
"OL16009965W","174"
"OL16009965W","843"
"OL16009965W","1824"
"OL16009965W","1742"
"OL16009965W","133"
"OL16009965W","916"
"OL16009965W","529"
"OL16498985W","1609"
"OL16498985W","1536"
"OL16498985W","1348"
"OL16633337W","2"
"OL16664333W","2070"
"OL16664333W","279"
"OL16664333W","282"
"OL16664333W","133"
"OL16955710W","699"
"OL16955710W","539"
"OL16955710W","430"
"OL16955710W","133"
"OL16955710W","222"
"OL17268350W","1502"
"OL17268350W","77"
"OL17268350W","140"
"OL17268350W","133"
"OL17268350W","794"
"OL2619830W","256"
"OL2619830W","133"
"OL2619830W","1719"
"OL3367701W","479"
"OL3367701W","1468"
"OL3367701W","133"
"OL3367701W","35"
"OL4655322W","133"
"OL4906235W","133"
"OL4906235W","461"
"OL4906235W","677"
"OL4906235W","1025"
"OL4906235W","1927"
"OL4906235W","2093"
"OL4906235W","1719"
"OL4906235W","18"
"OL4906235W","982"
"OL4906235W","550"
"OL4906235W","1158"
"OL4906235W","870"
"OL4906235W","1002"
"OL4906235W","457"
"OL4906235W","1032"
"OL4906235W","1162"
"OL4906235W","395"
"OL4906235W","522"
"OL4906235W","1552"
"OL4956559W","133"
"OL4956559W","457"
"OL4956559W","756"
"OL4956559W","2147"
"OL5262992W","133"
"OL5262992W","540"
"OL5262992W","992"
"OL5262992W","1258"
"OL7016757W","133"
"OL7016757W","452"
"OL7016757W","457"
"OL7016757W","448"
"OL9466389W","1868"
"OL9466389W","980"
"OL12981363W","479"
"OL12981363W","994"
"OL12981363W","756"
"OL12981363W","133"
"OL13759839W","653"
"OL13759839W","479"
"OL13759839W","133"
"OL15498413W","591"
"OL15498413W","2067"
"OL15498413W","1432"
"OL15498413W","1858"
"OL15498413W","210"
"OL15498413W","1917"
"OL15498413W","2116"
"OL15498413W","406"
"OL15498413W","2203"
"OL15498413W","211"
"OL15498413W","821"
"OL15498413W","2248"
"OL15498413W","1333"
"OL15498413W","851"
"OL15498413W","155"
"OL15498413W","2178"
"OL15498413W","437"
"OL15498413W","479"
"OL15498413W","938"
"OL15498413W","974"
"OL15498413W","619"
"OL15498413W","944"
"OL15498413W","127"
"OL15498413W","154"
"OL16902814W","44"
"OL16946410W","1024"
"OL16946410W","430"
"OL16946410W","1951"
"OL16946410W","546"
"OL16946410W","676"
"OL16946410W","133"
"OL16946515W","430"
"OL16946515W","133"
"OL1886249W","457"
"OL1886249W","1126"
"OL1886249W","133"
"OL2410551W","479"
"OL2410551W","133"
"OL2410551W","1275"
"OL4106171W","133"
"OL4106171W","1822"
"OL4106171W","2237"
"OL5091010W","133"
"OL5091010W","1892"
"OL5895111W","133"
"OL5895111W","359"
"OL5895111W","479"
"OL5895111W","491"
"OL5895111W","493"
"OL5895111W","1541"
"OL5895111W","2083"
"OL6860758W","133"
"OL6860758W","1380"
"OL8021661W","1893"
"OL8021661W","127"
"OL8021661W","1755"
"OL8021661W","1515"
"OL8021661W","2298"
"OL8021661W","133"
"OL11674643W","479"
"OL11674643W","446"
"OL11674643W","1546"
"OL11674643W","1468"
"OL11674643W","133"
"OL11674643W","1469"
"OL12250691W","133"
"OL12350414W","479"
"OL12350414W","133"
"OL15840387W","1824"
"OL15840387W","133"
"OL15840387W","794"
"OL15840387W","1719"
"OL15840387W","982"
"OL16368044W","749"
"OL16368044W","590"
"OL16368044W","2094"
"OL16368044W","133"
"OL16368044W","2088"
"OL16368044W","1927"
"OL16368044W","1025"
"OL16942961W","1024"
"OL16942961W","430"
"OL16942961W","1951"
"OL16942961W","1023"
"OL16942961W","426"
"OL16942961W","133"
"OL1703013W","1304"
"OL1703013W","2151"
"OL1703013W","133"
"OL1703013W","1723"
"OL3936336W","133"
"OL3936336W","1146"
"OL3936336W","2191"
"OL5107712W","133"
"OL5107712W","502"
"OL5107712W","540"
"OL5107712W","1026"
"OL5187640W","133"
"OL7015992W","133"
"OL7015992W","338"
"OL7015992W","676"
"OL11735903W","479"
"OL11735903W","133"
"OL11735903W","539"
"OL11744095W","479"
"OL11744095W","756"
"OL11744095W","133"
"OL11744095W","558"
"OL13150533W","479"
"OL13150533W","1468"
"OL13150533W","840"
"OL13150533W","133"
"OL13243349W","133"
"OL13243349W","479"
"OL13243349W","756"
"OL13243349W","1148"
"OL13243349W","1195"
"OL13243349W","1822"
"OL13243349W","2147"
"OL13662740W","479"
"OL13662740W","1468"
"OL13662740W","133"
"OL15628946W","1299"
"OL15628946W","349"
"OL15628946W","437"
"OL15628946W","133"
"OL15628946W","1054"
"OL15938029W","1286"
"OL15938029W","479"
"OL15938029W","133"
"OL15938029W","1258"
"OL16615361W","1468"
"OL16615361W","1479"
"OL16615361W","1592"
"OL16615361W","479"
"OL16615361W","1431"
"OL16615361W","133"
"OL16949817W","699"
"OL16949817W","133"
"OL16961190W","611"
"OL16961190W","1302"
"OL16961190W","430"
"OL16961190W","133"
"OL16961190W","61"
"OL1697250W","133"
"OL1697250W","794"
"OL1697250W","1719"
"OL1697250W","982"
"OL4006783W","133"
"OL4006783W","756"
"OL61210W","1303"
"OL61210W","982"
"OL61210W","220"
"OL61210W","133"
"OL7834158W","133"
"OL7834158W","449"
"OL7834158W","479"
"OL7834158W","540"
"OL7834158W","700"
"OL12286841W","1054"
"OL12286841W","133"
"OL13208792W","479"
"OL13208792W","745"
"OL13208792W","388"
"OL13208792W","539"
"OL13208792W","222"
"OL13208792W","133"
"OL13208792W","228"
"OL13650810W","479"
"OL13650810W","1068"
"OL13650810W","133"
"OL16946035W","430"
"OL16946035W","1023"
"OL16946035W","546"
"OL16946035W","426"
"OL16946035W","539"
"OL16946035W","133"
"OL16963179W","1229"
"OL16963179W","426"
"OL16963179W","1951"
"OL16963179W","430"
"OL16963179W","133"
"OL1957265W","72"
"OL1957265W","156"
"OL1957265W","220"
"OL1957265W","1879"
"OL3480079W","133"
"OL3480079W","151"
"OL3480079W","152"
"OL3480079W","540"
"OL3480079W","756"
"OL3480079W","1085"
"OL4299942W","756"
"OL4299942W","457"
"OL4299942W","133"
"OL4299942W","1719"
"OL4299942W","18"
"OL4299942W","982"
"OL4742996W","133"
"OL4742996W","546"
"OL4742996W","1169"
"OL5836137W","1562"
"OL5836137W","699"
"OL5836137W","1494"
"OL5836137W","2093"
"OL12534723W","479"
"OL12534723W","1468"
"OL12534723W","133"
"OL12975089W","133"
"OL12975089W","1061"
"OL15483318W","746"
"OL15483318W","437"
"OL15483318W","479"
"OL15483318W","133"
"OL16062240W","757"
"OL16062240W","133"
"OL16062240W","756"
"OL16062240W","1061"
"OL16062240W","1164"
"OL16062240W","2064"
"OL16062240W","1719"
"OL16062240W","18"
"OL16062240W","982"
"OL16179100W","756"
"OL16179100W","1642"
"OL16179100W","133"
"OL16179100W","540"
"OL16179100W","1590"
"OL16360148W","756"
"OL16360148W","289"
"OL16360148W","479"
"OL16360148W","133"
"OL16838409W","1546"
"OL16838409W","133"
"OL16934235W","389"
"OL16934235W","430"
"OL16934235W","1951"
"OL16934235W","61"
"OL16934235W","539"
"OL16934235W","133"
"OL16941910W","323"
"OL16941910W","699"
"OL16941910W","133"
"OL16941910W","1312"
"OL16942731W","446"
"OL16942731W","1024"
"OL16942731W","430"
"OL16942731W","1546"
"OL16942731W","133"
"OL16942731W","438"
"OL16943772W","430"
"OL16943772W","546"
"OL16943772W","133"
"OL16943772W","539"
"OL16943772W","1275"
"OL16943772W","863"
"OL16964586W","699"
"OL16964586W","133"
"OL16972329W","546"
"OL16972329W","426"
"OL16972329W","1015"
"OL16972329W","67"
"OL16972329W","1017"
"OL16972329W","1008"
"OL16972329W","128"
"OL16972329W","1023"
"OL16972329W","438"
"OL16972329W","133"
"OL16972329W","430"
"OL2677543W","457"
"OL2677543W","133"
"OL2685865W","1822"
"OL2685865W","133"
"OL3945937W","133"
"OL3945937W","751"
"OL3945937W","1331"
"OL3945937W","1773"
"OL4105448W","133"
"OL4105448W","540"
"OL4105448W","557"
"OL4105448W","575"
"OL4105448W","604"
"OL4105448W","756"
"OL4105448W","1247"
"OL4105448W","1321"
"OL4105448W","1327"
"OL4105448W","1719"
"OL4105448W","982"
"OL6538136W","133"
"OL6538136W","1974"
"OL8701204W","133"
"OL8701204W","1228"
"OL11585596W","479"
"OL11585596W","994"
"OL11585596W","756"
"OL11585596W","133"
"OL11585596W","104"
"OL11585596W","1164"
"OL11585596W","481"
"OL11585596W","1161"
"OL11585596W","1061"
"OL11585596W","1053"
"OL11585596W","1156"
"OL11585596W","2064"
"OL11585596W","2065"
"OL11585596W","2082"
"OL11671217W","1360"
"OL11671217W","1466"
"OL11671217W","133"
"OL11671217W","301"
"OL11671217W","380"
"OL11671217W","1573"
"OL11672447W","1974"
"OL11672447W","1822"
"OL11672447W","167"
"OL11672447W","1359"
"OL11672447W","2208"
"OL11672447W","1969"
"OL11672447W","2059"
"OL11672447W","133"
"OL11724911W","479"
"OL11724911W","2274"
"OL11724911W","1951"
"OL11724911W","133"
"OL16933143W","699"
"OL16933143W","133"
"OL17865946W","1174"
"OL17865946W","981"
"OL17865946W","1177"
"OL17865946W","1132"
"OL17865946W","1724"
"OL17865946W","698"
"OL17865946W","1993"
"OL17865946W","1725"
"OL17865946W","1596"
"OL17865946W","1184"
"OL17865946W","133"
"OL17865946W","1723"
"OL17865946W","1058"
"OL17865946W","2151"
"OL17865946W","1061"
"OL17865946W","1152"
"OL17865946W","310"
"OL17865946W","154"
"OL1921716W","133"
"OL1921716W","430"
"OL1921716W","1232"
"OL1921716W","2038"
"OL4106938W","133"
"OL4106938W","393"
"OL4106938W","540"
"OL4106938W","944"
"OL4106938W","1661"
"OL4235748W","133"
"OL4235748W","437"
"OL4235748W","540"
"OL4235748W","740"
"OL4235748W","758"
"OL4235748W","1120"
"OL4235748W","1542"
"OL4700974W","133"
"OL4700974W","479"
"OL4700974W","1023"
"OL4982985W","133"
"OL4982985W","500"
"OL4982985W","1068"
"OL4982985W","1769"
"OL4982985W","1824"
"OL4982985W","2075"
"OL5058038W","133"
"OL5058038W","1246"
"OL5058038W","1837"
"OL5420154W","133"
"OL5420154W","540"
"OL5420154W","557"
"OL5420154W","1327"
"OL9210061W","133"
"OL9210061W","540"
"OL9210061W","1574"
"OL11170098W","133"
"OL11170098W","2015"
"OL11170098W","1547"
"OL11170098W","1466"
"OL11303043W","43"
"OL11303043W","133"
"OL11303043W","540"
"OL11959990W","479"
"OL11959990W","1066"
"OL11959990W","607"
"OL12562454W","502"
"OL12562454W","1026"
"OL12562454W","133"
"OL12562454W","540"
"OL13007116W","479"
"OL13007116W","540"
"OL13007116W","1505"
"OL13007116W","1951"
"OL13007116W","756"
"OL13007116W","1468"
"OL13007116W","1584"
"OL13007116W","133"
"OL15483125W","349"
"OL15483125W","479"
"OL15483125W","133"
"OL15483125W","1465"
"OL16025500W","1830"
"OL16025500W","1559"
"OL16025500W","599"
"OL16025500W","133"
"OL16025500W","794"
"OL16025500W","1719"
"OL16025500W","982"
"OL163029W","1678"
"OL163029W","457"
"OL163029W","540"
"OL163029W","133"
"OL163029W","1719"
"OL163029W","982"
"OL16531432W","1575"
"OL16531432W","610"
"OL16531432W","479"
"OL16531432W","1951"
"OL16531432W","2274"
"OL16531432W","676"
"OL16531432W","133"
"OL16606879W","479"
"OL16606879W","133"
"OL16641052W","1146"
"OL16641052W","982"
"OL16641052W","393"
"OL16641052W","133"
"OL16686769W","557"
"OL16686769W","479"
"OL16686769W","540"
"OL16686769W","133"
"OL16924430W","1026"
"OL16924430W","2005"
"OL16924430W","2109"
"OL16924430W","133"
"OL16924430W","430"
"OL16945527W","1590"
"OL16945527W","963"
"OL16945527W","430"
"OL16945527W","1546"
"OL16945527W","446"
"OL16945527W","133"
"OL16945527W","128"
"OL16969165W","1229"
"OL16969165W","426"
"OL16969165W","1951"
"OL16969165W","430"
"OL16969165W","133"
"OL4227876W","133"
"OL4227876W","479"
"OL4227876W","540"
"OL4227876W","756"
"OL4227876W","1023"
"OL4227876W","1192"
"OL4352361W","479"
"OL4352361W","607"
"OL4787608W","133"
"OL4787608W","479"
"OL4787608W","1772"
"OL4787608W","2038"
"OL4787608W","2147"
"OL769700W","479"
"OL769700W","607"
"OL769700W","1258"
"OL7941863W","133"
"OL7941863W","2113"
"OL7941863W","2206"
"OL7941863W","2069"
"OL7941863W","1155"
"OL7941863W","2114"
"OL7941863W","1032"
"OL12230813W","479"
"OL12230813W","421"
"OL12230813W","1860"
"OL12230813W","1822"
"OL12230813W","1685"
"OL12230813W","133"
"OL12230813W","167"
"OL12345656W","479"
"OL12345656W","756"
"OL12345656W","133"
"OL12345656W","1951"
"OL12537839W","1023"
"OL12537839W","133"
"OL12537839W","1017"
"OL13263272W","479"
"OL13263272W","338"
"OL13263272W","133"
"OL13588371W","591"
"OL13588371W","133"
"OL13588371W","1366"
"OL15418924W","1686"
"OL15418924W","161"
"OL15418924W","540"
"OL15418924W","133"
"OL16634336W","479"
"OL16634336W","133"
"OL16634336W","1164"
"OL16929652W","699"
"OL16929652W","446"
"OL16929652W","133"
"OL2382741W","1468"
"OL2382741W","133"
"OL2977848W","699"
"OL2977848W","702"
"OL2977848W","133"
"OL4243655W","133"
"OL4243655W","2098"
"OL4847154W","133"
"OL4847154W","206"
"OL4847154W","291"
"OL4847154W","430"
"OL4847154W","1288"
"OL5744740W","133"
"OL5744740W","479"
"OL7203397W","133"
"OL7203397W","256"
"OL7203397W","1678"
"OL9037156W","699"
"OL9037156W","2017"
"OL9037156W","2225"
"OL9037156W","167"
"OL9037156W","133"
"OL9037156W","2052"
"OL12608127W","133"
"OL12608127W","479"
"OL12608127W","1232"
"OL12608127W","2038"
"OL13597848W","479"
"OL13597848W","1231"
"OL13597848W","133"
"OL13597848W","2038"
"OL15424331W","1695"
"OL15424331W","1168"
"OL15424331W","1167"
"OL15424331W","1705"
"OL15424331W","1824"
"OL15424331W","570"
"OL15424331W","349"
"OL15424331W","632"
"OL15424331W","1876"
"OL15424331W","631"
"OL15424331W","469"
"OL15424331W","133"
"OL15424331W","1061"
"OL15596618W","133"
"OL15596618W","794"
"OL16539971W","479"
"OL16539971W","2038"
"OL16539971W","133"
"OL16662505W","479"
"OL16662505W","133"
"OL16686756W","479"
"OL16686756W","133"
"OL16940625W","1486"
"OL16940625W","389"
"OL16940625W","573"
"OL16940625W","430"
"OL16940625W","540"
"OL16940625W","1941"
"OL16940625W","133"
"OL16943776W","1024"
"OL16943776W","430"
"OL16943776W","546"
"OL16943776W","1023"
"OL16943776W","539"
"OL16943776W","133"
"OL16953175W","446"
"OL16953175W","1024"
"OL16953175W","437"
"OL16953175W","645"
"OL16953175W","438"
"OL16953175W","133"
"OL16953175W","430"
"OL17647462W","26"
"OL17647462W","2144"
"OL17647462W","2102"
"OL17647462W","1822"
"OL17647462W","133"
"OL17647462W","794"
"OL17832639W","428"
"OL17832639W","133"
"OL3475788W","2265"
"OL3475788W","1562"
"OL3475788W","699"
"OL3475788W","1494"
"OL3475788W","2093"
"OL4216917W","133"
"OL7331688W","133"
"OL735790W","133"
"OL735790W","261"
"OL735790W","540"
"OL735790W","1274"
"OL8498089W","2235"
"OL8498089W","479"
"OL8498089W","941"
"OL8498089W","133"
"OL11170431W","411"
"OL11170431W","133"
"OL11537467W","479"
"OL11537467W","1068"
"OL11537467W","133"
"OL11809173W","133"
"OL11809173W","1678"
"OL11809173W","470"
"OL12277609W","479"
"OL12277609W","133"
"OL13069029W","479"
"OL13069029W","446"
"OL13069029W","1822"
"OL13069029W","1772"
"OL13069029W","133"
"OL13394639W","479"
"OL13394639W","1860"
"OL13394639W","493"
"OL13394639W","540"
"OL15187033W","1178"
"OL15187033W","1494"
"OL15187033W","1562"
"OL15977067W","237"
"OL15977067W","1592"
"OL15977067W","1299"
"OL15977067W","167"
"OL15977067W","481"
"OL15977067W","957"
"OL15977067W","956"
"OL15977067W","1777"
"OL15977067W","479"
"OL15977067W","1394"
"OL15977067W","133"
"OL16926031W","446"
"OL16926031W","418"
"OL16926031W","430"
"OL16926031W","1546"
"OL16926031W","133"
"OL16926031W","438"
"OL2634248W","756"
"OL2634248W","1468"
"OL2634248W","840"
"OL2634248W","133"
"OL2634248W","1091"
"OL2728866W","479"
"OL2728866W","133"
"OL2748060W","557"
"OL2748060W","799"
"OL2748060W","540"
"OL2748060W","756"
"OL2748060W","133"
"OL2748060W","800"
"OL2772388W","479"
"OL2772388W","756"
"OL2772388W","1951"
"OL2772388W","133"
"OL2982569W","756"
"OL2982569W","1468"
"OL2982569W","840"
"OL2982569W","133"
"OL2982569W","263"
"OL2982569W","1470"
"OL2982569W","275"
"OL2982569W","759"
"OL2982569W","1052"
"OL2982569W","2064"
"OL2982569W","1059"
"OL2982569W","1780"
"OL2982569W","1920"
"OL2982569W","1841"
"OL2982569W","1161"
"OL2982569W","713"
"OL2982569W","2066"
"OL2982569W","838"
"OL2982569W","1061"
"OL3066587W","479"
"OL3066587W","756"
"OL3066587W","1822"
"OL3066587W","133"
"OL3514398W","133"
"OL3514398W","908"
"OL3514398W","1851"
"OL3514398W","2191"
"OL3926467W","133"
"OL3926467W","756"
"OL3926467W","1629"
"OL3926467W","1772"
"OL4627435W","133"
"OL4627435W","479"
"OL6341654W","1824"
"OL6341654W","133"
"OL6341654W","1091"
"OL6440223W","1590"
"OL6440223W","1602"
"OL6440223W","133"
"OL9039602W","1181"
"OL9039602W","2022"
"OL9039602W","1881"
"OL9039602W","728"
"OL9039602W","452"
"OL9039602W","453"
"OL9039602W","707"
"OL12055657W","2022"
"OL12055657W","645"
"OL12055657W","381"
"OL12055657W","452"
"OL12055657W","553"
"OL12055657W","707"
"OL12332299W","479"
"OL12332299W","1642"
"OL12332299W","133"
"OL15060171W","794"
"OL15060171W","1124"
"OL15060171W","989"
"OL15060171W","816"
"OL15060171W","1890"
"OL15060171W","133"
"OL15060171W","1872"
"OL15060171W","1719"
"OL15060171W","18"
"OL15615865W","1350"
"OL15615865W","479"
"OL15615865W","1023"
"OL15615865W","1192"
"OL15615865W","133"
"OL15615865W","167"
"OL16926151W","1024"
"OL16926151W","430"
"OL16926151W","539"
"OL16926151W","426"
"OL16926151W","133"
"OL16926151W","438"
"OL16942315W","1024"
"OL16942315W","2173"
"OL16942315W","539"
"OL16942315W","1546"
"OL16942315W","1023"
"OL16942315W","133"
"OL16942315W","430"
"OL16943907W","1024"
"OL16943907W","430"
"OL16943907W","1023"
"OL16943907W","546"
"OL16943907W","426"
"OL16943907W","133"
"OL16943907W","438"
